"gene" "label"
"SLX1A" "None"
"SULT1A3" "None"
"RP11-347C12.1" "None"
"CD2BP2" "None"
"RP11-347C12.10" "None"
"TBC1D10B" "None"
"RP11-347C12.11" "None"
"MYLPF" "None"
"ZNF48" "None"
"SEPT1" "any_T_cell"
"ZNF771" "None"
"DCTPP1" "None"
"SEPHS2" "None"
"ITGAL" "None"
"RP11-297C4.3" "None"
"ZNF768" "None"
"ZNF747" "None"
"AC002310.12" "None"
"ZNF764" "None"
"ZNF688" "None"
"AC002310.7" "None"
"ZNF785" "None"
"RP11-146F11.5" "None"
"ZNF689" "None"
"PRR14" "None"
"FBRS" "None"
"RP11-146F11.1" "None"
"SRCAP" "None"
"RP11-2C24.9" "None"
"PHKG2" "None"
"CCDC189" "None"
"RNF40" "None"
"ZNF629" "None"
"RP11-2C24.7" "None"
"BCL7C" "None"
"MIR762HG" "None"
"CTF1" "None"
"FBXL19-AS1" "None"
"FBXL19" "None"
"ORAI3" "PortHep"
"SETD1A" "None"
"HSD3B7" "PortHep"
"STX1B" "None"
"STX4" "None"
"RP11-196G11.2" "None"
"RP11-196G11.6" "None"
"ZNF668" "None"
"ZNF646" "None"
"PRSS53" "None"
"VKORC1" "Hep"
"BCKDK" "None"
"KAT8" "None"
"PRSS8" "Cholan"
"PRSS36" "None"
"FUS" "any_T_cell"
"RP11-388M20.1" "None"
"PYCARD" "Mac"
"PYCARD-AS1" "None"
"TRIM72" "None"
"ITGAM" "None"
"ITGAX" "None"
"ITGAD" "None"
"COX6A2" "None"
"RP11-452L6.8" "None"
"ZNF843" "None"
"RP11-452L6.1" "None"
"RP11-452L6.5" "None"
"ARMC5" "None"
"TGFB1I1" "Stellate"
"SLC5A2" "None"
"AC026471.6" "None"
"C16orf58" "None"
"RP11-452L6.7" "None"
"AHSP" "Erythroid"
"CTD-2358C21.5" "None"
"ZNF720" "None"
"ZNF267" "None"
"RP11-67H24.2" "None"
"RP11-19N8.4" "None"
"RP11-989E6.10" "None"
"SHCBP1" "None"
"RP11-46D6.1" "None"
"VPS35" "None"
"ORC6" "gd_T_2"
"MYLK3" "None"
"C16orf87" "None"
"GPT2" "Hep"
"DNAJA2" "None"
"RP11-169E6.1" "None"
"NETO2" "None"
"ITFG1" "PortHep"
"PHKB" "None"
"ABCC11" "None"
"LONP2" "Hep"
"SIAH1" "None"
"N4BP1" "None"
"RP11-42I10.1" "None"
"CTC-527H23.3" "None"
"ZNF423" "None"
"CNEP1R1" "None"
"HEATR3" "None"
"PAPD5" "None"
"ADCY7" "None"
"BRD7" "None"
"NKD1" "None"
"RP11-401P9.4" "None"
"SNX20" "any_T_cell"
"NOD2" "None"
"RP11-327F22.2" "None"
"CYLD" "None"
"CTD-2034I21.2" "None"
"RP11-883G14.1" "None"
"SALL1" "PortHep"
"TOX3" "Cholan"
"RP11-297L17.2" "None"
"RP11-295M3.4" "Cholan"
"CHD9" "None"
"RBL2" "None"
"AKTIP" "None"
"RPGRIP1L" "None"
"FTO" "None"
"IRX3" "None"
"RP11-434E6.4" "None"
"CRNDE" "None"
"MMP2" "Stellate"
"RP11-212I21.2" "None"
"LPCAT2" "None"
"RP11-212I21.4" "None"
"CAPNS2" "None"
"CES1" "Hep"
"CES5A" "None"
"RP11-461O7.1" "None"
"GNAO1" "None"
"AMFR" "PortHep"
"RP11-413H22.2" "None"
"NUDT21" "gd_T_2"
"OGFOD1" "None"
"RP11-413H22.3" "None"
"BBS2" "None"
"MT3" "None"
"MT2A" "Hep"
"RP11-249C24.10" "None"
"MT1E" "Hep"
"MT1M" "Hep"
"MT1A" "Hep"
"MT1B" "None"
"MT1F" "Hep"
"MT1G" "Hep"
"MT1H" "Hep"
"RP11-249C24.12" "None"
"MT1X" "Hep"
"NUP93" "None"
"HERPUD1" "any_B_cell"
"CETP" "None"
"NLRC5" "None"
"CPNE2" "LSECs"
"FAM192A" "None"
"RSPRY1" "None"
"ARL2BP" "None"
"PLLP" "Cholan"
"CX3CL1" "None"
"CCL17" "None"
"CIAPIN1" "None"
"COQ9" "None"
"POLR2C" "None"
"DOK4" "None"
"CCDC102A" "None"
"ADGRG5" "None"
"ADGRG1" "gd_T_1"
"ADGRG3" "None"
"KATNB1" "None"
"KIFC3" "None"
"CTD-2600O9.2" "None"
"CTD-2600O9.1" "None"
"TEPP" "None"
"ZNF319" "None"
"USB1" "None"
"MMP15" "Cholan"
"CFAP20" "None"
"CSNK2A2" "None"
"CCDC113" "None"
"GINS3" "None"
"RP11-481J2.3" "None"
"NDRG4" "None"
"SETD6" "None"
"CNOT1" "None"
"RP11-481J2.4" "None"
"AC010287.1" "None"
"SLC38A7" "None"
"GOT2" "Hep"
"RP11-410D17.2" "None"
"RP11-21L1.1" "None"
"CDH11" "PeriLSECs"
"CDH5" "LSECs"
"LINC00920" "None"
"BEAN1" "None"
"BEAN1-AS1" "None"
"TK2" "None"
"RP11-403P17.3" "None"
"RP11-403P17.4" "None"
"CKLF" "any_T_cell"
"CKLF-CMTM1" "None"
"RP11-403P17.6" "None"
"CMTM1" "None"
"CMTM2" "None"
"CMTM3" "None"
"CMTM4" "None"
"DYNC1LI2" "None"
"CCDC79" "None"
"NAE1" "None"
"RP11-61A14.1" "None"
"PDP2" "None"
"RRAD" "None"
"FAM96B" "None"
"CES2" "Hep"
"CES3" "None"
"CES4A" "None"
"CBFB" "gd_T_2"
"C16orf70" "PortHep"
"B3GNT9" "None"
"TRADD" "None"
"FBXL8" "None"
"HSF4" "None"
"NOL3" "None"
"KIAA0895L" "None"
"EXOC3L1" "None"
"E2F4" "None"
"ELMO3" "None"
"LRRC29" "None"
"TMEM208" "None"
"FHOD1" "None"
"SLC9A5" "None"
"PLEKHG4" "None"
"TPPP3" "None"
"ZDHHC1" "None"
"HSD11B2" "None"
"ATP6V0D1" "None"
"RP11-297D21.4" "None"
"AGRP" "None"
"CTD-2012K14.8" "None"
"FAM65A" "None"
"CTD-2012K14.6" "None"
"CTD-2012K14.7" "None"
"CTCF" "any_T_cell"
"RLTPR" "None"
"ACD" "gd_T_2"
"PARD6A" "None"
"ENKD1" "None"
"C16orf86" "None"
"GFOD2" "None"
"RANBP10" "None"
"TSNAXIP1" "None"
"CENPT" "None"
"THAP11" "any_T_cell"
"NUTF2" "None"
"EDC4" "None"
"NRN1L" "None"
"PSKH1" "None"
"CTRL" "None"
"CTC-479C5.12" "None"
"PSMB10" "gd_T_2"
"LCAT" "Hep"
"SLC12A4" "None"
"DPEP3" "None"
"DPEP2" "None"
"DUS2" "None"
"DDX28" "None"
"NFATC3" "None"
"RP11-96D1.11" "PortHep"
"ESRP2" "None"
"PLA2G15" "NonInfl_Mac"
"SLC7A6" "None"
"SLC7A6OS" "None"
"PRMT7" "None"
"SMPD3" "None"
"ZFP90" "None"
"RP11-615I2.6" "None"
"CDH1" "Cholan"
"TANGO6" "None"
"HAS3" "None"
"CHTF8" "None"
"UTP4" "None"
"SNTB2" "None"
"VPS4A" "None"
"COG8" "None"
"PDF" "None"
"NIP7" "any_T_cell"
"TMED6" "None"
"TERF2" "None"
"CYB5B" "None"
"NFAT5" "None"
"NQO1" "None"
"CTD-2033A16.1" "None"
"CTD-2033A16.3" "None"
"NOB1" "None"
"WWP2" "None"
"CLEC18A" "None"
"PDPR" "None"
"AC009060.3" "None"
"EXOSC6" "None"
"AARS" "PortHep"
"DDX19B" "None"
"DDX19A" "None"
"ST3GAL2" "None"
"RP11-529K1.4" "None"
"FUK" "None"
"COG4" "None"
"SF3B3" "None"
"IL34" "None"
"MTSS1L" "PortHep"
"VAC14" "None"
"RP11-394B2.6" "None"
"VAC14-AS1" "None"
"CMTR2" "None"
"CALB2" "None"
"ZNF23" "None"
"AC010547.9" "None"
"RP11-510M2.2" "None"
"ZNF19" "None"
"CHST4" "Cholan"
"TAT" "Hep"
"TAT-AS1" "Hep"
"MARVELD3" "Cholan"
"PHLPP2" "None"
"AP1G1" "None"
"ATXN1L" "None"
"IST1" "None"
"ZNF821" "None"
"PKD1L3" "None"
"DHODH" "PortHep"
"TXNL4B" "None"
"HP" "Hep"
"HPR" "Hep"
"DHX38" "None"
"PMFBP1" "None"
"LINC01572" "None"
"RP5-991G20.1" "None"
"ZFHX3" "None"
"RP11-346C20.3" "None"
"AC140912.1" "None"
"AC009120.4" "None"
"AC009120.10" "None"
"AC009120.11" "None"
"PSMD7" "None"
"RP11-252A24.3" "None"
"NPIPB15" "None"
"GLG1" "None"
"RFWD3" "gd_T_2"
"MLKL" "None"
"FA2H" "None"
"WDR59" "None"
"ZNRF1" "None"
"RP11-252E2.1" "None"
"LDHD" "PortHep"
"RP11-252E2.2" "None"
"ZFP1" "None"
"BCAR1" "None"
"CFDP1" "None"
"RP11-77K12.9" "None"
"TMEM170A" "None"
"TMEM231" "None"
"GABARAPL2" "None"
"ADAT1" "None"
"KARS" "any_T_cell"
"TERF2IP" "None"
"MON1B" "None"
"SYCE1L" "None"
"ADAMTS18" "None"
"NUDT7" "None"
"VAT1L" "None"
"WWOX" "None"
"RP11-264L1.4" "None"
"RP11-679B19.1" "None"
"RP11-467I17.1" "None"
"MAF" "LSECs"
"RP11-70D24.3" "None"
"RP11-70D24.2" "None"
"LINC01229" "None"
"MAFTRR" "None"
"DYNLRB2" "None"
"CDYL2" "None"
"CMC2" "None"
"CENPN" "gd_T_2"
"ATMIN" "None"
"C16orf46" "None"
"RP11-303E16.5" "None"
"RP11-303E16.7" "None"
"GCSH" "Hep"
"BCO1" "None"
"RP11-55K13.1" "None"
"GAN" "None"
"CMIP" "None"
"RP11-960L18.1" "None"
"PLCG2" "None"
"SDR42E1" "None"
"HSD17B2" "None"
"RP11-510J16.5" "None"
"MPHOSPH6" "None"
"CDH13" "None"
"RP11-483P21.2" "None"
"HSBP1" "None"
"MLYCD" "None"
"RP11-505K9.4" "None"
"OSGIN1" "Hep"
"NECAB2" "None"
"MBTPS1" "None"
"RP11-505K9.1" "None"
"HSDL1" "None"
"DNAAF1" "None"
"TAF1C" "None"
"ADAD2" "None"
"RP11-486L19.2" "None"
"WFDC1" "Stellate"
"ATP2C2" "None"
"TLDC1" "None"
"COTL1" "Mac"
"KLHL36" "None"
"USP10" "None"
"CRISPLD2" "Stellate"
"ZDHHC7" "None"
"KIAA0513" "None"
"FAM92B" "None"
"RP11-442O1.4" "None"
"LINC00311" "None"
"CTD-2542L18.1" "None"
"GSE1" "None"
"GINS2" "gd_T_2"
"C16orf74" "None"
"RP11-568J23.4" "None"
"EMC8" "None"
"COX4I1" "None"
"IRF8" "B_cells"
"RP11-542M13.3" "None"
"RP11-805I24.1" "None"
"FOXF1" "Stellate"
"RP11-463O9.9" "None"
"MTHFSD" "None"
"FOXC2" "None"
"C16orf95" "None"
"RP11-178L8.7" "None"
"FBXO31" "None"
"MAP1LC3B" "None"
"RP11-178L8.3" "None"
"ZCCHC14" "None"
"JPH3" "None"
"RP11-278A23.4" "None"
"RP11-278A23.1" "None"
"KLHDC4" "any_T_cell"
"SLC7A5" "None"
"CA5A" "None"
"BANP" "None"
"RP11-863P13.4" "None"
"RP11-863P13.3" "None"
"RP11-863P13.2" "None"
"LA16c-444G7.2" "None"
"ZNF469" "None"
"ZFPM1" "None"
"ZC3H18" "None"
"IL17C" "None"
"CYBA" "None"
"MVD" "PortHep"
"SNAI3-AS1" "None"
"SNAI3" "None"
"RNF166" "any_T_cell"
"CTU2" "None"
"RP5-1142A6.10" "None"
"PIEZO1" "None"
"RP5-1142A6.2" "None"
"RP5-1142A6.8" "None"
"CDT1" "gd_T_2"
"APRT" "None"
"GALNS" "None"
"TRAPPC2L" "None"
"CBFA2T3" "None"
"RP11-830F9.5" "None"
"RP11-830F9.6" "None"
"CTD-2555A7.2" "None"
"ACSF3" "None"
"CTD-2555A7.3" "None"
"LINC00304" "None"
"CDH15" "None"
"SLC22A31" "None"
"RP11-46C24.7" "None"
"ZNF778" "None"
"ANKRD11" "None"
"AC137932.4" "None"
"SPG7" "None"
"RP11-104N10.1" "None"
"RPL13" "any_B_cell"
"CPNE7" "None"
"DPEP1" "None"
"CHMP1A" "any_T_cell"
"SPATA33" "None"
"CDK10" "None"
"RP11-368I7.4" "None"
"SPATA2L" "None"
"VPS9D1" "None"
"VPS9D1-AS1" "None"
"ZNF276" "None"
"FANCA" "gd_T_2"
"SPIRE2" "None"
"TCF25" "None"
"MC1R" "None"
"DEF8" "None"
"CENPBD1" "None"
"DBNDD1" "None"
"GAS8" "None"
"FAM157C" "None"
"RP11-356C4.3" "None"
"AC137934.1" "None"
"RP11-1228E12.2" "None"
"DOC2B" "None"
"RPH3AL" "None"
"RP11-1260E13.1" "None"
"RP11-1260E13.2" "None"
"C17orf97" "None"
"FAM101B" "CV_LSECs"
"RP5-1029F21.3" "None"
"VPS53" "None"
"FAM57A" "None"
"GEMIN4" "None"
"GLOD4" "None"
"RP11-676J12.4" "None"
"RNMTL1" "None"
"NXN" "None"
"RP11-676J12.7" "None"
"TIMM22" "None"
"ABR" "None"
"YWHAE" "None"
"CRK" "None"
"MYO1C" "None"
"INPP5K" "None"
"PITPNA-AS1" "None"
"PITPNA" "Portal_Endo"
"SLC43A2" "Mac"
"SCARF1" "None"
"RILP" "None"
"PRPF8" "None"
"RP11-961A15.3" "None"
"TLCD2" "None"
"MIR22HG" "Stellate"
"WDR81" "None"
"SERPINF2" "Hep"
"SERPINF1" "Hep"
"SMYD4" "None"
"RPA1" "None"
"RTN4RL1" "None"
"CTD-2545H1.2" "None"
"AC099684.1" "None"
"DPH1" "None"
"RP11-667K14.4" "None"
"HIC1" "None"
"SMG6" "None"
"SRR" "None"
"TSR1" "None"
"SGSM2" "None"
"MNT" "None"
"METTL16" "None"
"PAFAH1B1" "None"
"CLUH" "PortHep"
"RP11-74E22.3" "None"
"RP11-74E22.8" "None"
"RAP1GAP2" "None"
"SPATA22" "None"
"ASPA" "None"
"TRPV3" "None"
"TRPV1" "None"
"RP11-235E17.2" "None"
"SHPK" "None"
"CTNS" "None"
"RP11-235E17.6" "None"
"TAX1BP3" "None"
"P2RX5-TAX1BP3" "None"
"EMC6" "None"
"P2RX5" "B_cells"
"ITGAE" "None"
"GSG2" "None"
"NCBP3" "None"
"CAMKK1" "None"
"P2RX1" "None"
"ATP2A3" "gd_T_2"
"ZZEF1" "None"
"CYB5D2" "None"
"ANKFY1" "None"
"UBE2G1" "None"
"SPNS3" "None"
"RP13-580F15.2" "None"
"AC118754.4" "None"
"SPNS2" "None"
"MYBBP1A" "None"
"GGT6" "Cholan"
"ALOX15" "None"
"PELP1" "None"
"RP11-314A20.2" "None"
"ARRB2" "Mac"
"MED11" "None"
"CXCL16" "None"
"ZMYND15" "None"
"TM4SF5" "PortHep"
"VMO1" "LSECs"
"GLTPD2" "PortHep"
"PSMB6" "CentralHep"
"RP11-81A22.5" "None"
"PLD2" "None"
"MINK1" "None"
"CHRNE" "None"
"C17orf107" "None"
"GP1BA" "None"
"SLC25A11" "None"
"RNF167" "any_T_cell"
"PFN1" "any_T_cell"
"ENO3" "None"
"SPAG7" "None"
"CAMTA2" "None"
"RP5-1050D4.3" "None"
"RP5-1050D4.5" "None"
"INCA1" "None"
"KIF1C" "None"
"AC109333.10" "None"
"SLC52A1" "None"
"ZFP3" "None"
"ZNF232" "None"
"USP6" "None"
"ZNF594" "None"
"RP11-333E1.1" "None"
"SCIMP" "NonInfl_Mac"
"RABEP1" "None"
"NUP88" "None"
"RP11-420A6.2" "None"
"RPAIN" "None"
"CTC-524C5.2" "None"
"C1QBP" "None"
"DHX33" "None"
"CTC-524C5.5" "None"
"DERL2" "None"
"MIS12" "None"
"NLRP1" "None"
"WSCD1" "None"
"AIPL1" "None"
"FAM64A" "gd_T_2"
"PITPNM3" "None"
"KIAA0753" "None"
"TXNDC17" "Hep"
"MED31" "None"
"SLC13A5" "Hep"
"XAF1" "None"
"FBXO39" "None"
"ALOX12-AS1" "None"
"RP11-589P10.5" "None"
"RNASEK" "None"
"RNASEK-C17orf49" "None"
"C17orf49" "gd_T_2"
"MIR497HG" "None"
"BCL6B" "None"
"SLC16A13" "None"
"SLC16A11" "None"
"CLEC10A" "Infl_Mac"
"ASGR2" "None"
"ASGR1" "Hep"
"DLG4" "None"
"ACADVL" "Hep"
"DVL2" "None"
"PHF23" "None"
"GABARAP" "None"
"CTDNEP1" "None"
"ELP5" "None"
"CLDN7" "Cholan"
"SLC2A4" "None"
"YBX2" "None"
"EIF5A" "None"
"GPS2" "None"
"RP11-542C16.2" "None"
"NEURL4" "None"
"ACAP1" "None"
"KCTD11" "None"
"TNK1" "None"
"TMEM256" "Hep"
"NLGN2" "None"
"TMEM102" "None"
"FGF11" "None"
"CHRNB1" "None"
"ZBTB4" "None"
"POLR2A" "None"
"TNFSF12" "None"
"RP11-186B7.7" "None"
"TNFSF13" "None"
"SENP3" "None"
"EIF4A1" "None"
"CD68" "Mac"
"AC113189.5" "None"
"MPDU1" "PortHep"
"SOX15" "None"
"FXR2" "None"
"SHBG" "PortalHep2"
"SAT2" "PortHep"
"ATP1B2" "None"
"TP53" "None"
"WRAP53" "None"
"EFNB3" "None"
"DNAH2" "None"
"KDM6B" "None"
"TMEM88" "Portal_Endo"
"NAA38" "None"
"CYB5D1" "None"
"CHD3" "None"
"AC025335.1" "None"
"KCNAB3" "None"
"TRAPPC1" "gd_T_2"
"CNTROB" "gd_T_2"
"GUCY2D" "None"
"ALOX15B" "None"
"HES7" "None"
"PER1" "PortHep"
"VAMP2" "None"
"TMEM107" "gd_T_2"
"RP11-599B13.7" "None"
"BORCS6" "None"
"AURKB" "gd_T_2"
"LINC00324" "None"
"CTC1" "None"
"PFAS" "None"
"RP11-849F2.9" "None"
"SLC25A35" "None"
"RANGRF" "gd_T_2"
"ARHGEF15" "None"
"KRBA2" "None"
"RP11-849F2.7" "None"
"RPL26" "any_B_cell"
"RNF222" "None"
"NDEL1" "None"
"MYH10" "Stellate"
"MFSD6L" "None"
"PIK3R6" "None"
"PIK3R5" "None"
"CTB-41I6.1" "None"
"CTB-41I6.2" "None"
"NTN1" "PortHep"
"RP11-85B7.5" "None"
"STX8" "None"
"USP43" "PortHep"
"GLP2R" "None"
"GAS7" "None"
"MYH3" "None"
"SCO1" "None"
"ADPRM" "None"
"TMEM220" "Hep"
"TMEM220-AS1" "None"
"LINC00675" "None"
"RP11-963H4.3" "None"
"SHISA6" "None"
"ZNF18" "None"
"MAP2K4" "None"
"ARHGAP44" "None"
"ELAC2" "None"
"HS3ST3A1" "None"
"RP11-131K5.2" "None"
"RP11-131K5.1" "None"
"COX10" "None"
"AC005224.2" "None"
"HS3ST3B1" "None"
"RP11-214O1.2" "None"
"RP11-214O1.3" "None"
"AC022816.2" "None"
"PMP22" "None"
"TEKT3" "None"
"CDRT4" "None"
"TVP23C-CDRT4" "None"
"TVP23C" "None"
"RP11-385D13.3" "None"
"CDRT1" "None"
"TRIM16" "None"
"ZNF286A" "None"
"CTD-3157E16.2" "None"
"AC015922.6" "None"
"ADORA2B" "None"
"ZSWIM7" "None"
"TTC19" "None"
"CTC-529I10.1" "None"
"NCOR1" "None"
"CTC-529I10.2" "None"
"PIGL" "None"
"CENPV" "None"
"UBB" "None"
"RP11-138I1.4" "None"
"RP11-138I1.2" "None"
"TRPV2" "None"
"LRRC75A" "None"
"ZNF287" "None"
"ZNF624" "None"
"CCDC144A" "None"
"RP11-219A15.1" "None"
"TNFRSF13B" "Anti_B"
"AC104024.1" "None"
"MPRIP" "None"
"MPRIP-AS1" "None"
"PLD6" "None"
"FLCN" "None"
"RP11-45M22.5" "None"
"COPS3" "gd_T_2"
"NT5M" "None"
"MED9" "None"
"RASD1" "None"
"PEMT" "Hep"
"RP11-524F11.2" "None"
"RAI1" "None"
"SMCR5" "None"
"SREBF1" "PortHep"
"TOM1L2" "None"
"RP1-253P7.4" "None"
"DRC3" "None"
"ATPAF2" "None"
"GID4" "None"
"DRG2" "None"
"MYO15A" "None"
"RP11-258F1.1" "None"
"ALKBH5" "None"
"LLGL1" "None"
"FLII" "any_T_cell"
"MIEF2" "None"
"TOP3A" "None"
"SMCR8" "None"
"SHMT1" "PortHep"
"EVPLL" "None"
"FLJ35934" "None"
"LGALS9C" "None"
"FAM106A" "None"
"ZNF286B" "None"
"TRIM16L" "None"
"TVP23B" "None"
"CTD-2145A24.5" "None"
"PRPSAP2" "None"
"SLC5A10" "None"
"FAM83G" "None"
"GRAP" "None"
"RP11-160E2.19" "None"
"RP11-160E2.6" "None"
"GRAPL" "None"
"CTC-457L16.2" "None"
"RP11-160E2.11" "None"
"EPN2" "None"
"EPN2-AS1" "None"
"RP11-135L13.4" "None"
"B9D1" "None"
"MAPK7" "None"
"MFAP4" "Stellate"
"RNF112" "None"
"SLC47A1" "None"
"RP11-1113L8.1" "None"
"ALDH3A2" "None"
"ALDH3A1" "None"
"ULK2" "None"
"RP11-78O7.2" "None"
"AKAP10" "None"
"RP11-209D14.2" "None"
"SPECC1" "None"
"LGALS9B" "None"
"RP11-283C24.1" "None"
"CCDC144NL" "None"
"USP22" "None"
"RP11-746M1.1" "None"
"DHRS7B" "None"
"TMEM11" "Stellate"
"AC087294.2" "None"
"NATD1" "None"
"MAP2K3" "Erythroid"
"KCNJ12" "None"
"C17orf51" "None"
"MTRNR2L1" "None"
"WSB1" "None"
"RP11-173M1.4" "None"
"KSR1" "None"
"LGALS9" "Mac"
"RP11-138P22.1" "None"
"LYRM9" "None"
"NLK" "None"
"TMEM97" "PortHep"
"IFT20" "None"
"TNFAIP1" "None"
"POLDIP2" "None"
"TMEM199" "None"
"CTB-96E2.2" "None"
"SARM1" "None"
"VTN" "None"
"SLC46A1" "None"
"CTD-2350C19.2" "None"
"RP11-192H23.4" "None"
"SLC13A2" "Cholan"
"UNC119" "None"
"PIGS" "None"
"ALDOC" "PortHep"
"RP11-192H23.5" "None"
"SPAG5" "gd_T_2"
"RP11-192H23.6" "None"
"SGK494" "None"
"KIAA0100" "None"
"SDF2" "any_T_cell"
"SUPT6H" "None"
"PROCA1" "None"
"RAB34" "Stellate"
"RPL23A" "any_B_cell"
"AC010761.8" "None"
"TLCD1" "None"
"NEK8" "None"
"TRAF4" "None"
"FAM222B" "None"
"ERAL1" "None"
"RP11-20B24.2" "Erythroid"
"FLOT2" "None"
"RP11-20B24.4" "None"
"DHRS13" "Erythroid"
"PHF12" "None"
"RP11-20B24.5" "None"
"PIPOX" "Hep"
"SEZ6" "None"
"RP11-321A17.6" "None"
"MYO18A" "None"
"TIAF1" "None"
"NUFIP2" "None"
"TAOK1" "None"
"ABHD15" "None"
"ABHD15-AS1" "None"
"TP53I13" "None"
"GIT1" "None"
"ANKRD13B" "None"
"CORO6" "None"
"SSH2" "Mac"
"RP11-338L22.2" "None"
"EFCAB5" "None"
"NSRP1" "None"
"RP11-354P11.3" "None"
"RP11-354P11.8" "None"
"SLC6A4" "None"
"RP11-354P11.4" "None"
"BLMH" "None"
"CPD" "None"
"GOSR1" "None"
"TBC1D29" "None"
"CRLF3" "any_T_cell"
"CTD-2349P21.9" "None"
"CTD-2349P21.12" "None"
"ATAD5" "gd_T_2"
"RP13-753N3.1" "None"
"TEFM" "None"
"RP13-753N3.3" "None"
"ADAP2" "NonInfl_Mac"
"RP11-848P1.3" "None"
"RNF135" "None"
"RP11-848P1.4" "None"
"RP11-848P1.5" "None"
"NF1" "None"
"OMG" "None"
"EVI2B" "Mac"
"EVI2A" "Mac"
"RAB11FIP4" "None"
"RP1-41C23.4" "None"
"COPRS" "None"
"UTP6" "None"
"SUZ12" "gd_T_2"
"LRRC37B" "None"
"CTD-2095E4.5" "None"
"AC090616.2" "None"
"RHOT1" "None"
"RHBDL3" "None"
"C17orf75" "None"
"ZNF207" "any_T_cell"
"RP11-227G15.10" "None"
"RP11-227G15.11" "None"
"RP11-227G15.8" "None"
"PSMD11" "None"
"CDK5R1" "None"
"MYO1D" "None"
"RP11-466A19.3" "None"
"AC084809.3" "None"
"TMEM98" "Stellate"
"CCL2" "Stellate"
"CCL8" "None"
"TMEM132E" "None"
"CCT6B" "None"
"ZNF830" "None"
"LIG3" "None"
"RFFL" "None"
"RAD51D" "None"
"NLE1" "None"
"UNC45B" "None"
"RP11-799D4.4" "None"
"SLFN5" "None"
"RP11-47L3.1" "None"
"SLFN11" "None"
"RP11-686D22.4" "None"
"SLFN12" "None"
"SLFN13" "None"
"SLFN12L" "None"
"RP11-1094M14.10" "None"
"SLFN14" "None"
"RP11-1094M14.12" "None"
"RP11-1094M14.11" "None"
"PEX12" "None"
"AP2B1" "None"
"TAF15" "None"
"RASL10B" "None"
"MMP28" "None"
"C17orf50" "None"
"AC015849.19" "None"
"HEATR9" "None"
"AC015849.2" "None"
"CCL5" "None"
"AC015849.16" "None"
"RDM1" "None"
"CCL16" "Hep"
"CCL14" "LSECs"
"CTB-186H2.3" "None"
"CCL15-CCL14" "None"
"CCL15" "None"
"RP11-104J23.1" "None"
"RP11-104J23.2" "None"
"CCL23" "CV_LSECs"
"CCL18" "None"
"AC069363.1" "None"
"CCL3" "NK_like"
"CCL4" "None"
"CTB-91J4.1" "None"
"AC131056.3" "None"
"CCL3L3" "None"
"CCL4L2" "None"
"ZNHIT3" "any_T_cell"
"MYO19" "None"
"PIGW" "None"
"GGNBP2" "any_T_cell"
"DHRS11" "None"
"MRM1" "None"
"CTB-75G16.3" "None"
"AATF" "None"
"ACACA" "PortHep"
"TADA2A" "None"
"DUSP14" "None"
"SYNRG" "None"
"DDX52" "None"
"HNF1B" "Cholan"
"TBC1D3L" "None"
"TBC1D3D" "None"
"MRPL45" "None"
"SOCS7" "None"
"ARHGAP23" "None"
"SRCIN1" "None"
"C17orf96" "None"
"CTB-58E17.1" "None"
"CTB-58E17.3" "None"
"MLLT6" "None"
"CTB-58E17.9" "None"
"CISD3" "CentralHep"
"PCGF2" "None"
"CTB-58E17.5" "None"
"PSMB3" "None"
"PIP4K2B" "None"
"CWC25" "None"
"RPL23" "None"
"LASP1" "None"
"RP1-56K13.2" "None"
"LINC00672" "None"
"PLXDC1" "None"
"CACNB1" "None"
"RPL19" "any_B_cell"
"STAC2" "None"
"FBXL20" "None"
"CTB-131K11.1" "None"
"MED1" "None"
"CDK12" "None"
"RP11-390P24.1" "None"
"NEUROD2" "None"
"PPP1R1B" "None"
"STARD3" "None"
"TCAP" "None"
"PNMT" "PeriLSECs"
"PGAP3" "None"
"ERBB2" "None"
"MIEN1" "None"
"GRB7" "None"
"IKZF3" "None"
"GSDMB" "None"
"ORMDL3" "PortHep"
"RP11-387H17.4" "None"
"GSDMA" "None"
"PSMD3" "None"
"MED24" "None"
"THRA" "None"
"NR1D1" "None"
"MSL1" "None"
"CASC3" "None"
"RAPGEFL1" "None"
"WIPF2" "None"
"CDC6" "None"
"RARA" "None"
"RARA-AS1" "None"
"TOP2A" "gd_T_2"
"IGFBP4" "LSECs"
"TNS4" "None"
"RP5-1028K7.2" "None"
"CCR7" "None"
"SMARCE1" "None"
"RP11-458J1.1" "None"
"KRT222" "None"
"KRT27" "None"
"KRT10" "None"
"TMEM99" "None"
"KRT23" "None"
"KRT36" "None"
"KRT13" "None"
"KRT15" "None"
"KRT19" "Cholan"
"EIF1" "None"
"HAP1" "None"
"JUP" "None"
"P3H4" "Stellate"
"FKBP10" "Stellate"
"NT5C3B" "None"
"KLHL11" "None"
"ACLY" "None"
"TTC25" "None"
"CNP" "None"
"DNAJC7" "None"
"NKIRAS2" "None"
"ZNF385C" "None"
"DHX58" "None"
"KAT2A" "None"
"HSPB9" "None"
"RAB5C" "None"
"RP11-358B23.1" "None"
"KCNH4" "None"
"HCRT" "None"
"GHDC" "None"
"STAT5B" "None"
"RP11-358B23.5" "None"
"STAT5A" "None"
"STAT3" "LSECs"
"PTRF" "None"
"ATP6V0A1" "None"
